price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,zipcode,lat,long,sqft_living15,sqft_lot15,sale_year,sale_month,house_age,is_renovated,log_price
459950,4,2.0,2760,21465,1.0,0,0,4,9,2120,640,98042,47.3818,-122.165,2550,13144,2015,4,36,0,13.038875241052304
465000,5,4.0,3210,7200,2.0,0,0,3,8,2410,800,98019,47.7329,-121.966,2750,7200,2014,9,3,0,13.049794835104816
495000,3,2.5,2577,156816,2.0,0,0,3,8,2577,0,98092,47.2935,-122.108,2090,156816,2015,4,15,0,13.112315061750808
317625,3,2.75,2770,3809,1.5,0,0,5,7,1770,1000,98144,47.5747,-122.304,1440,4000,2014,11,89,0,12.668629868984294
210000,3,2.25,2140,9775,1.0,0,0,4,7,1470,670,98023,47.306,-122.379,2050,8625,2014,10,36,0,12.25486757159303
350000,4,3.0,2560,5606,2.0,0,0,3,9,2560,0,98092,47.3274,-122.178,2667,7334,2014,6,10,0,12.765691290604371
580000,3,1.75,2100,6874,1.0,0,0,3,7,1300,800,98115,47.6724,-122.279,2220,5912,2014,7,71,0,13.270785106659046
287000,2,1.0,930,6900,1.0,0,2,3,7,930,0,98178,47.506,-122.242,1910,7194,2014,10,62,0,12.567240979056246
440000,3,2.25,1760,10835,1.0,0,0,4,8,1290,470,98027,47.522,-122.048,2050,10488,2014,10,38,0,12.994532278619134
450000,2,1.0,740,5100,1.0,0,0,4,7,740,0,98115,47.6787,-122.301,920,5100,2015,4,68,0,13.017005083966255
537100,3,2.5,2450,7051,1.0,0,0,3,8,1870,580,98056,47.5308,-122.171,2450,8788,2015,3,25,0,13.193941437742497
607000,4,2.75,2150,16728,1.0,0,0,4,8,1240,910,98033,47.6915,-122.183,2200,9257,2014,7,32,0,13.316285717486736
800000,3,2.5,1630,2640,2.0,0,0,5,8,1630,0,98119,47.6452,-122.371,1630,3000,2014,7,95,0,13.592368256649284
1705000,3,3.0,2490,27702,2.0,1,4,3,10,2490,0,98116,47.5596,-122.403,2580,12119,2015,4,15,0,14.349076255209846
920000,4,1.5,1850,3600,2.0,0,0,3,8,1660,190,98112,47.6376,-122.307,1970,3600,2015,4,86,0,13.732130035981154
280000,2,1.0,990,45528,1.0,0,0,4,7,990,0,98070,47.5013,-122.463,1730,45528,2015,4,23,0,12.54254845357358
900000,3,3.5,4080,217697,1.5,0,3,3,10,4080,0,98092,47.2604,-122.139,2710,217790,2014,5,14,0,13.710151153416941
235000,4,1.5,1760,6150,1.5,0,0,3,7,1760,0,98031,47.3871,-122.224,1760,8276,2014,8,63,0,12.367345048436391
470000,3,2.75,2770,54707,1.5,0,0,3,8,2370,400,98155,47.7555,-122.289,1640,54707,2014,9,76,0,13.060490101343552
389000,3,1.0,1280,9630,1.0,0,0,3,7,1280,0,98072,47.7677,-122.163,1300,9453,2015,4,47,0,12.871337193291367
300000,4,2.5,2680,15508,2.0,0,0,3,8,2680,0,98023,47.3025,-122.39,1960,15586,2014,6,15,0,12.611541086966115
915000,3,4.5,3850,62726,2.0,0,0,3,10,3120,730,98053,47.6735,-122.058,2630,46609,2014,7,1,0,13.726680437153236
333500,3,2.5,2196,7475,2.0,0,0,3,8,2196,0,98030,47.3803,-122.204,1860,6755,2015,1,9,0,12.717401142834069
355200,3,1.0,1120,7320,1.0,0,0,4,7,1120,0,98146,47.5103,-122.382,1410,6328,2015,4,61,0,12.780439105411505
765000,4,3.5,2760,4000,2.0,0,2,3,8,2000,760,98126,47.5687,-122.374,1690,4000,2014,12,88,1,13.547632419997361
360000,3,1.5,1170,4080,1.0,0,0,5,6,1170,0,98126,47.5338,-122.381,920,4242,2014,8,97,0,12.793862088206213
490000,8,5.0,2800,2580,2.0,0,0,3,8,1880,920,98122,47.6086,-122.303,1800,2580,2014,12,17,0,13.102162710901053
360000,4,2.5,2380,5000,2.0,0,0,3,8,2380,0,98038,47.3608,-122.036,2420,5000,2014,7,9,0,12.793862088206213
762500,4,2.75,2610,8760,1.0,0,0,4,8,1760,850,98040,47.5875,-122.229,2550,10376,2014,6,36,0,13.544359098938253
429900,4,2.5,2640,8625,2.0,0,0,3,8,2640,0,98058,47.4598,-122.15,2240,8700,2014,6,27,0,12.971310228604022
415000,2,1.0,760,4000,1.0,0,0,3,7,760,0,98117,47.6896,-122.396,1520,4000,2014,12,70,0,12.936036208848487
270000,3,1.0,1240,14110,1.0,0,0,4,7,1240,0,98058,47.4579,-122.09,2060,19350,2014,9,42,0,12.506180941677357
579000,3,2.5,1710,1904,2.0,0,0,3,8,1140,570,98116,47.5827,-122.387,1260,1316,2014,10,11,0,13.269059483669357
734500,4,2.75,3280,6845,2.0,0,0,3,10,3280,0,98052,47.7042,-122.107,3280,7467,2014,8,11,0,13.50694663606553
636230,4,2.5,2840,6284,2.0,0,0,3,9,2840,0,98056,47.5135,-122.169,2790,7168,2014,8,1,0,13.363316983925534
998000,3,2.25,3370,11757,2.0,0,2,4,9,3370,0,98006,47.5573,-122.16,2690,10500,2015,4,35,0,13.813509557297108
500000,4,3.0,2520,4104,2.0,0,0,3,7,2520,0,98065,47.5352,-121.88,2510,5015,2015,3,13,0,13.122365377402328
342000,3,2.5,1740,2226,2.0,0,0,3,8,1320,420,98106,47.525,-122.366,1740,1789,2014,8,6,0,12.742568940017076
774888,3,2.25,2420,23507,1.0,0,0,4,8,2420,0,98027,47.5107,-122.027,2540,22257,2014,10,45,0,13.560475072271236
350000,2,1.0,1070,2880,1.0,0,0,3,7,1070,0,98102,47.6261,-122.324,2030,2880,2015,1,113,0,12.765691290604371
160000,2,1.0,1180,9350,1.0,0,0,3,6,1180,0,98178,47.4889,-122.259,1780,9306,2014,5,96,0,11.982935344196433
592500,2,2.0,1870,4751,1.0,0,0,3,8,1870,0,98053,47.7082,-122.015,2170,5580,2014,7,8,0,13.292107839753712
1695000,3,4.0,3910,5350,2.0,0,2,5,10,2610,1300,98199,47.6393,-122.408,2890,5350,2015,2,82,0,14.343193888767015
430000,2,2.25,1040,1516,2.0,0,0,3,8,1040,0,98122,47.6037,-122.307,1560,1920,2014,9,6,0,12.971542813248437
718500,4,2.75,2840,8800,2.0,0,0,3,9,2840,0,98033,47.7029,-122.171,1840,7700,2014,7,6,0,13.484922376288697
1350000,4,2.0,2240,10296,1.0,0,0,5,8,2240,0,98004,47.6177,-122.217,2500,10918,2015,3,67,0,14.115615891155079
620000,4,2.25,2210,10039,1.0,0,0,4,8,1710,500,98052,47.634,-122.101,2070,10965,2014,7,47,0,13.3374763699232
425000,2,1.0,970,2700,1.0,0,0,4,7,770,200,98115,47.6852,-122.312,1570,3348,2014,8,88,0,12.959846800844963
329950,3,1.75,1360,13320,1.0,0,0,4,7,1360,0,98059,47.4625,-122.069,1580,13625,2015,3,30,0,12.706699437569211
360000,3,1.75,1900,11407,1.0,0,0,3,8,1900,0,98155,47.7455,-122.294,1710,11407,2015,3,52,0,12.793862088206213
280500,3,1.75,2440,10179,1.0,0,0,4,7,1220,1220,98198,47.4118,-122.314,1650,9711,2014,10,52,0,12.544332569000922
502000,4,1.75,1920,3844,1.0,0,0,3,7,1170,750,98133,47.7041,-122.353,1480,3844,2015,5,48,0,13.126357390703754
442500,3,1.5,1800,8303,1.0,0,0,3,7,1200,600,98133,47.7693,-122.357,1800,8171,2014,7,57,0,13.000198003314573
1210000,4,3.75,4980,18069,2.0,0,3,3,11,4980,0,98065,47.5348,-121.856,4080,14577,2015,4,9,0,14.006131744018864
405000,3,2.5,2160,10200,1.0,0,0,3,7,1360,800,98133,47.7295,-122.331,2010,7850,2015,4,37,0,12.91164481522143
285167,3,2.25,2200,8375,2.0,0,0,3,8,2200,0,98092,47.2626,-122.218,2200,10002,2014,8,26,0,12.560833759263632
335000,3,2.25,2150,30476,2.0,0,0,3,7,2150,0,98188,47.4605,-122.277,2010,10800,2014,5,23,0,12.721888795877375
310000,4,1.5,1220,9600,1.0,0,0,3,6,1220,0,98014,47.6462,-121.909,1180,9000,2014,6,34,0,12.644330802262578
799950,4,3.5,3030,5494,3.0,0,0,3,9,3030,0,98052,47.7103,-122.109,2910,5314,2014,9,0,0,13.592305754774207
799990,4,2.75,3110,6050,2.0,0,0,3,9,3110,0,98052,47.705,-122.126,3590,6054,2014,8,0,0,13.592355756586782
281000,3,1.75,1690,9826,1.0,0,0,4,7,1690,0,98023,47.314,-122.365,1980,9826,2015,3,27,0,12.546113507028412
326000,6,3.0,1880,7200,1.0,0,0,4,7,1880,0,98056,47.5029,-122.188,1540,13022,2014,5,48,0,12.694655727828803
181100,4,1.75,1850,7500,1.0,0,0,3,7,1850,0,98198,47.4217,-122.333,1460,7500,2014,7,60,0,12.106810165667413
225000,3,2.0,1700,11475,1.0,0,0,5,6,970,730,98146,47.4851,-122.338,1560,11475,2014,6,69,0,12.323860125621126
595888,3,1.75,1870,9000,1.0,0,0,5,9,1870,0,98177,47.7203,-122.361,2030,8160,2014,6,56,0,13.297809687091625
499100,3,1.5,1620,5108,1.0,0,0,3,7,1620,0,98115,47.6978,-122.316,1380,6130,2014,7,60,0,13.120563759062184
500000,4,2.25,2030,8517,1.0,0,0,4,8,1380,650,98006,47.5495,-122.174,2230,8824,2015,2,54,0,13.122365377402328
346000,2,1.0,1070,2196,1.0,0,0,4,7,880,190,98144,47.5726,-122.308,1160,3600,2014,10,97,0,12.754196944209095
530000,3,1.75,1680,7770,1.0,0,0,4,7,1680,0,98005,47.6028,-122.167,1880,7770,2014,9,47,0,13.180634172318978
1250000,4,3.75,4520,9240,1.5,0,2,3,10,3270,1250,98040,47.5897,-122.229,3380,9240,2014,7,22,0,14.038654909278163
410000,3,2.5,2150,4332,2.0,0,0,3,8,2150,0,98019,47.7373,-121.969,2140,4332,2015,1,2,0,12.923914877701906
1065000,4,3.75,4260,9800,2.0,0,0,3,10,4260,0,98033,47.6739,-122.172,1950,8970,2014,7,6,0,13.878486296092358
175000,2,1.0,670,2378,1.0,0,0,3,5,670,0,98126,47.5769,-122.372,700,2970,2014,6,95,0,12.07254696717504
3065000,5,3.0,4150,7500,2.5,0,4,5,11,3510,640,98119,47.6303,-122.362,2250,4050,2015,2,106,0,14.93555845361667
325000,4,2.25,1770,7799,2.0,0,0,3,7,1770,0,98031,47.4192,-122.202,1770,7778,2015,3,17,0,12.691583538230217
820000,4,2.5,3720,8633,2.0,0,0,3,10,3720,0,98074,47.6085,-122.013,3515,9660,2014,12,15,0,13.617060838751888
268300,3,1.0,1190,9000,1.0,0,0,3,7,1190,0,98028,47.77,-122.264,1960,7200,2015,3,47,0,12.499864763577847
665000,4,2.5,2790,43091,2.0,0,0,4,9,2790,0,98077,47.7759,-122.08,2750,35290,2014,6,25,0,13.407543823396258
389950,2,1.0,820,4234,1.0,0,1,3,6,820,0,98136,47.5294,-122.386,1550,4236,2015,5,64,0,12.873776369186693
601000,4,2.5,2080,5191,2.0,0,0,3,8,2080,0,98075,47.5978,-122.017,2170,5518,2014,11,13,0,13.30635187740947
775000,2,1.0,1010,3600,1.0,0,0,3,7,1010,0,98107,47.6641,-122.357,1540,3600,2014,10,101,0,13.560619598657233
479000,4,2.5,2370,30378,2.0,0,0,3,8,2370,0,98042,47.3389,-122.066,2870,34834,2015,4,19,0,13.079457964073546
678500,4,3.0,2620,214750,2.0,0,0,3,8,2620,0,98058,47.4239,-122.068,2060,212137,2015,1,23,0,13.427641232095326
305000,3,2.5,2030,8000,2.0,0,0,3,7,2030,0,98031,47.4024,-122.216,2290,7945,2015,5,18,0,12.628070334272698
731000,4,2.5,3070,5936,2.0,0,0,3,9,3070,0,98075,47.5902,-121.988,3160,5936,2014,8,9,0,13.502170106720037
317000,3,1.75,1530,7650,1.0,0,0,4,8,1530,0,98058,47.4435,-122.128,1850,6804,2014,8,37,0,12.666660207428574
485000,2,2.25,1260,1240,3.0,0,0,3,8,1260,0,98103,47.6531,-122.352,1330,1300,2014,5,10,0,13.091906231773164
199900,5,1.75,1798,11232,1.0,0,0,3,7,1798,0,98001,47.3266,-122.291,1300,15582,2014,7,47,0,12.20557752297723
1100000,4,3.75,2890,4164,2.0,0,0,3,9,2240,650,98033,47.676,-122.197,2354,3207,2015,1,2,0,13.910821646859095
734950,4,3.25,4280,47179,2.0,0,0,3,10,3050,1230,98092,47.3017,-122.127,2820,43401,2014,7,12,0,13.507559109305985
935000,4,4.5,5670,84267,2.0,0,2,3,11,5670,0,98010,47.323,-122.044,4100,83729,2015,2,7,0,13.74830287778897
455000,2,1.0,1140,5720,1.0,0,0,3,7,850,290,98115,47.6827,-122.298,1410,5832,2014,6,67,0,13.02805489573287
360000,4,2.5,1840,9611,2.0,0,0,3,7,1840,0,98178,47.4964,-122.251,1830,8505,2015,2,19,0,12.793862088206213
375000,3,1.0,1040,9800,1.0,0,0,4,7,1040,0,98006,47.5765,-122.155,1280,8880,2014,11,59,0,12.834683971615659
775000,4,2.5,2540,28563,1.0,0,0,3,10,2540,0,98052,47.7185,-122.114,2790,20301,2014,9,30,0,13.560619598657233
420000,3,1.0,1060,7638,1.0,0,0,5,7,1060,0,98007,47.5941,-122.142,1470,8097,2014,11,48,0,12.948012371209098
386000,4,2.25,2050,9583,2.0,0,2,3,8,1770,280,98198,47.3978,-122.313,2230,9730,2014,6,49,0,12.863595239117187
377691,5,1.75,2120,8399,1.0,0,0,4,7,1320,800,98133,47.7621,-122.335,2120,8398,2014,5,72,0,12.841834327644884
164000,4,1.0,1530,4875,2.0,0,0,3,7,1530,0,98042,47.3638,-122.091,1470,4875,2014,10,37,0,12.00762780434872
225000,3,1.0,1410,7700,1.0,0,0,3,7,980,430,98058,47.4577,-122.171,1510,7700,2014,11,52,0,12.323860125621126
555000,4,2.25,2220,8125,1.0,0,0,4,8,1450,770,98006,47.5429,-122.177,1980,8700,2015,4,50,0,13.22672519452875
250000,4,1.75,1860,7350,1.0,0,0,4,7,1090,770,98031,47.3979,-122.174,1710,7350,2014,10,37,0,12.429220196836383
979500,4,3.75,4133,361548,2.0,0,0,3,11,4133,0,98019,47.7479,-121.972,1970,291416,2014,8,14,0,13.794798537295257
400000,3,2.25,1190,1149,2.0,0,0,3,8,1050,140,98116,47.5818,-122.387,1210,1316,2014,9,6,0,12.899222326086994
490000,2,1.0,1420,4305,1.0,0,0,4,7,920,500,98115,47.6864,-122.311,1420,4305,2014,10,73,0,13.102162710901053
1375000,5,3.75,3330,5042,2.0,0,2,3,9,2470,860,98103,47.6497,-122.339,1780,3990,2014,10,0,0,14.13396501635527
920000,3,1.0,1410,9656,1.0,0,0,3,7,960,450,98004,47.6354,-122.208,2410,9384,2015,3,62,0,13.732130035981154
356200,3,2.0,1690,10062,1.0,0,2,5,7,940,750,98178,47.5102,-122.241,2390,6650,2014,7,86,0,12.783250457245325
360000,4,2.5,1900,5889,2.0,0,0,3,7,1900,0,98038,47.349,-122.031,1870,6405,2014,12,22,0,12.793862088206213
213000,2,1.0,740,7380,1.0,0,0,4,6,740,0,98188,47.4481,-122.278,1500,10075,2015,4,64,0,12.269052139516223
729000,3,2.5,2480,7428,2.0,0,0,3,9,2480,0,98006,47.5489,-122.185,2600,8322,2015,3,25,0,13.499430382731967
429300,6,2.25,2930,15949,1.0,0,0,4,8,1730,1200,98034,47.7188,-122.185,1730,8550,2014,8,49,0,12.969913583583338
345500,3,1.0,1350,8581,1.0,0,0,5,6,1350,0,98177,47.7612,-122.362,2080,8451,2014,9,70,0,12.75275081654168
549950,3,1.75,2930,266587,2.0,0,0,3,8,2440,490,98014,47.6991,-121.947,2700,438213,2014,10,19,0,13.217584462330732
617450,3,2.0,1580,14398,1.0,0,0,3,7,1080,500,98005,47.6328,-122.174,1650,14407,2015,5,34,0,13.333354992108994
800000,5,2.0,2960,10960,1.0,0,0,4,7,1500,1460,98005,47.6162,-122.174,2160,10960,2015,3,58,0,13.592368256649284
500000,3,1.75,1570,8530,1.0,0,0,4,7,1190,380,98033,47.6881,-122.184,1530,8708,2014,8,31,0,13.122365377402328
875909,4,2.5,3610,13292,2.0,0,0,3,10,3610,0,98075,47.5868,-121.974,3000,10776,2015,4,19,0,13.683018624914414
325000,3,2.75,2200,7000,1.0,0,0,4,7,1280,920,98058,47.4574,-122.169,1670,7000,2014,6,37,0,12.691583538230217
425000,3,2.25,1420,1230,2.0,0,0,3,8,940,480,98144,47.5703,-122.288,1400,1230,2015,2,6,0,12.959846800844963
1970000,8,3.5,4440,6480,2.0,0,3,5,10,3140,1300,98112,47.631,-122.303,4440,8640,2014,5,55,0,14.493544608328255
700000,4,3.5,5360,25800,1.0,0,0,3,9,3270,2090,98074,47.6099,-122.054,2650,21781,2015,5,44,0,13.45883704259595
235000,3,1.5,1980,11214,1.0,0,0,3,7,1980,0,98168,47.4696,-122.298,1510,9072,2014,12,55,0,12.367345048436391
507500,3,2.0,2020,8118,1.0,0,0,3,7,1020,1000,98008,47.5866,-122.118,1670,8118,2014,5,51,0,13.137253960339487
205000,3,1.0,1120,8342,1.0,0,0,4,7,1120,0,98042,47.3732,-122.116,1190,6660,2015,3,39,0,12.230770136157428
134000,3,1.0,1270,8508,1.0,0,0,4,6,650,620,98168,47.4961,-122.322,1200,9415,2014,10,72,0,11.80560254159177
555000,4,2.0,1680,2600,1.0,0,0,5,7,840,840,98107,47.6648,-122.363,1680,3340,2014,9,99,0,13.22672519452875
220000,4,2.0,2340,10507,1.5,0,0,4,6,2340,0,98030,47.3578,-122.178,990,10507,2015,3,56,0,12.301387370778713
280000,3,1.5,1370,11400,2.0,0,0,3,7,1370,0,98045,47.4477,-121.77,1390,9600,2014,10,34,0,12.54254845357358
364250,3,2.5,2280,213879,2.0,0,0,3,8,2280,0,98038,47.4213,-122.033,2380,178160,2014,8,20,0,12.805598469420875
585000,3,1.75,2220,216493,1.0,0,2,3,8,2220,0,98014,47.6624,-121.951,2900,169884,2014,8,25,0,13.279368835614243
345000,2,2.5,2550,216344,2.5,0,0,3,7,2550,0,98092,47.2584,-122.124,1750,289978,2014,9,21,0,12.75130259456002
435000,6,3.0,3560,4290,1.0,0,0,4,7,1780,1780,98118,47.5282,-122.269,3040,6000,2015,5,58,0,12.983103608918753
950000,4,2.5,2790,15653,2.0,0,0,4,10,2790,0,98040,47.5477,-122.215,3520,15653,2014,8,50,0,13.76421831620775
324450,3,2.0,1420,16000,1.0,0,0,3,7,1420,0,98166,47.478,-122.358,1900,12630,2014,10,48,0,12.689889802183568
259000,4,1.75,1580,8856,2.0,0,0,3,7,1580,0,98045,47.4694,-121.745,1390,9490,2014,12,35,0,12.464587201678082
150000,4,2.0,1460,7254,1.0,0,0,3,6,1460,0,98178,47.5056,-122.254,1460,7236,2014,10,55,0,11.918397239722838
579000,3,2.5,1640,1269,3.0,0,0,3,8,1640,0,98112,47.6197,-122.3,1590,1231,2014,6,5,0,13.269059483669357
390000,3,2.5,2500,21780,1.0,0,0,3,8,1770,730,98092,47.3282,-122.198,2670,23400,2014,11,28,0,12.873904582205107
600000,7,2.25,3170,36384,2.0,0,0,3,8,3170,0,98027,47.4654,-122.003,2460,38370,2015,4,46,0,13.304686600863562
105000,3,1.0,880,18109,1.0,0,0,4,6,880,0,98042,47.3634,-122.101,940,11193,2015,3,45,0,11.561725152903833
350000,2,1.0,840,5551,1.0,0,0,3,6,840,0,98118,47.5354,-122.28,1270,4652,2015,1,63,0,12.765691290604371
680000,4,2.75,2330,3920,2.0,0,0,3,9,2330,0,98029,47.5525,-121.99,2410,4063,2014,7,9,0,13.429849547739444
745000,4,1.75,1990,8900,1.0,0,0,4,8,1990,0,98006,47.5639,-122.149,2620,8925,2015,2,43,0,13.521140839642674
539950,3,2.25,1860,1558,3.0,0,0,3,8,1860,0,98103,47.7006,-122.339,1760,2456,2015,2,1,0,13.199233673682526
221000,3,1.0,1250,7280,1.0,0,0,3,7,1250,0,98001,47.3414,-122.286,1450,7350,2015,1,50,0,12.30592250537653
250600,4,2.5,1930,8660,1.0,0,0,3,7,1120,810,98001,47.3261,-122.26,1830,9591,2014,6,33,0,12.431617311859128
515000,2,1.0,910,4725,1.0,0,0,3,7,910,0,98115,47.676,-122.281,1600,5200,2014,12,65,0,13.151924121391561
306000,3,1.0,1450,7200,1.0,0,0,3,7,1010,440,98034,47.7311,-122.199,1500,6767,2014,7,45,0,12.631343648903034
385000,3,2.5,2230,8296,2.0,0,0,3,7,2230,0,98058,47.4386,-122.116,2480,5940,2015,5,11,0,12.861001210669146
400000,3,1.0,1250,7157,1.0,0,0,3,7,1250,0,98125,47.7323,-122.304,1300,6796,2015,4,71,1,12.899222326086994
549010,2,1.75,1560,4141,1.0,0,0,4,7,880,680,98117,47.6863,-122.382,1210,4141,2015,2,73,0,13.215873756720814
175409,4,1.5,1450,5530,1.0,0,0,4,6,1450,0,98042,47.3613,-122.087,1060,5200,2014,10,45,0,12.074881369837826
320000,4,1.0,1460,7200,1.5,0,0,4,7,1460,0,98155,47.7602,-122.306,1690,7357,2014,12,59,0,12.676079399771027
475000,2,2.25,1060,925,2.0,0,0,3,8,980,80,98199,47.6386,-122.388,1020,4000,2015,4,9,0,13.07107218827772
564800,3,2.25,1990,8501,2.0,0,0,3,8,1990,0,98029,47.5707,-121.996,2090,6459,2014,10,23,0,13.244228735697845
463828,5,1.75,3250,13702,1.0,0,2,3,8,1650,1600,98055,47.4883,-122.225,2620,11328,2015,5,50,0,13.047271228800112
392450,4,2.0,2195,2681,1.0,0,0,3,7,1060,1135,98103,47.6965,-122.342,1710,1280,2014,11,102,0,12.880166967647012
562000,3,2.0,2510,5200,1.0,0,0,5,8,1470,1040,98106,47.5631,-122.366,990,5400,2015,2,90,0,13.239258908233676
444950,3,1.0,1760,6927,1.0,0,0,3,7,1050,710,98011,47.7623,-122.2,2060,9120,2015,2,53,0,13.005719442726015
208000,2,1.0,820,5700,1.0,0,0,5,5,820,0,98056,47.4915,-122.184,1000,5700,2014,7,72,0,12.245298166364206
259950,4,2.0,1610,6650,1.0,0,0,3,7,1610,0,98023,47.3085,-122.358,1960,6650,2015,1,26,0,12.468248430698097
269900,3,1.75,1140,22267,1.0,0,0,3,7,1140,0,98045,47.4761,-121.758,1150,15625,2015,3,29,0,12.505810504075185
260000,3,1.0,1910,8710,1.0,0,0,3,7,1080,830,98168,47.5038,-122.3,1460,8944,2015,2,61,0,12.468440756144114
490000,2,1.75,1670,4200,2.0,0,0,3,7,1670,0,98116,47.5862,-122.387,1340,2875,2014,10,102,0,13.102162710901053
353000,3,1.0,1350,7740,1.0,0,0,4,6,860,490,98125,47.7098,-122.291,1130,7740,2014,5,67,0,12.77422616877261
364808,3,1.75,2320,7875,1.0,0,0,3,8,1620,700,98058,47.4524,-122.146,1990,9720,2015,3,48,0,12.80712920793062
314000,3,1.75,1620,9600,1.0,0,0,4,7,1620,0,98059,47.4749,-122.155,1660,10200,2015,3,49,0,12.657151449598695
868500,5,2.5,2490,9639,1.0,0,0,4,8,1610,880,98040,47.551,-122.22,2290,9958,2014,9,55,0,13.67452401607311
786000,4,3.5,3320,8808,2.0,0,0,3,9,3320,0,98075,47.592,-121.989,3160,9226,2014,9,9,0,13.574713343675166
898000,5,2.25,2700,9000,2.0,0,0,5,9,2700,0,98007,47.6599,-122.146,2630,9000,2014,9,27,0,13.707926460869462
1175000,2,2.5,1770,7155,2.0,1,4,3,8,1770,0,98155,47.7345,-122.285,2410,10476,2015,5,58,1,13.976779556623864
635000,5,2.25,2180,6000,1.0,0,0,4,8,1430,750,98007,47.6235,-122.143,2160,8800,2015,4,49,0,13.361381852676738
291850,3,1.5,1060,9711,1.0,0,0,3,7,1060,0,98198,47.4095,-122.315,1650,9711,2015,1,52,0,12.583998677043747
990000,3,2.25,2630,12899,2.0,0,0,4,9,2630,0,98040,47.5479,-122.233,3140,15320,2015,4,49,0,13.805461232211272
178500,2,1.0,740,6460,1.0,0,0,3,6,740,0,98146,47.5077,-122.344,1170,6975,2014,7,61,0,12.092349482427034
680000,3,2.25,2920,6300,1.0,0,0,3,8,1710,1210,98177,47.7065,-122.37,1940,6300,2014,8,58,0,13.429849547739444
326500,3,1.0,1060,7920,1.0,0,0,4,7,1060,0,98106,47.5649,-122.358,1060,7457,2014,7,46,0,12.696188290481068
236000,3,1.75,1300,8976,1.0,0,0,3,7,1300,0,98003,47.3357,-122.305,1430,9750,2014,12,47,0,12.371591321286905
415000,4,2.5,2400,7292,1.0,0,0,3,8,1530,870,98133,47.7749,-122.339,1710,7909,2015,3,35,0,12.936036208848487
435000,4,2.25,1990,8548,2.0,0,0,3,8,1990,0,98033,47.667,-122.178,2320,8926,2014,12,41,0,12.983103608918753
265000,3,2.0,1320,8959,1.0,0,0,3,7,1320,0,98042,47.3536,-122.144,1740,7316,2014,8,21,0,12.487488878546145
207000,4,2.5,2100,19680,1.5,0,0,3,6,2100,0,98055,47.4787,-122.23,1340,12300,2014,10,100,0,12.240478903153711
339950,3,2.0,1340,10200,1.5,0,0,3,7,1340,0,98133,47.7756,-122.351,1420,10200,2014,9,61,0,12.736556768559339
532000,4,1.75,2020,7029,1.0,0,0,4,7,1430,590,98052,47.6983,-122.127,1780,7200,2014,6,35,0,13.184400648021263
735000,4,1.75,2460,5100,1.5,0,0,5,7,1450,1010,98115,47.6782,-122.3,1560,5100,2014,6,105,0,13.507627138738266
762450,4,1.75,2570,8640,1.0,0,0,4,8,2570,0,98005,47.5956,-122.172,2520,8800,2015,3,57,0,13.544293523103711
590000,3,2.5,1990,8325,2.0,0,0,4,8,1310,680,98034,47.705,-122.201,2450,10606,2014,7,17,0,13.28787951079572
252500,3,2.0,1150,6000,1.0,0,0,5,7,1150,0,98178,47.498,-122.263,1980,6360,2014,12,58,0,12.439170488085749
415000,3,2.75,3900,111514,2.0,0,0,3,6,3460,440,98024,47.5621,-121.924,2460,217800,2014,8,47,1,12.936036208848487
471500,3,2.5,2430,5866,2.0,0,0,3,7,2430,0,98065,47.5158,-121.871,2380,5866,2015,1,6,0,13.063676501944174
700000,3,1.75,1350,4000,1.5,0,0,4,7,1350,0,98103,47.6581,-122.354,1880,4000,2015,4,90,0,13.45883704259595
838000,3,3.75,2930,150945,2.0,0,0,3,8,2930,0,98058,47.4658,-122.115,2070,43935,2015,4,43,1,13.63877457278093
431000,4,2.5,1450,3600,1.5,0,0,3,7,1250,200,98144,47.5985,-122.298,1680,3600,2014,7,112,0,12.973865689268807
488000,3,2.5,1590,2550,3.0,0,0,3,7,1590,0,98117,47.6772,-122.393,1260,5100,2014,5,29,0,13.098072734013513
180000,3,1.0,1090,6771,1.5,0,0,3,7,1090,0,98106,47.5177,-122.353,1230,4662,2015,2,86,0,12.100717685412471
322500,4,2.25,2140,9377,2.0,0,0,4,8,2140,0,98092,47.2649,-122.218,2030,7846,2014,7,28,0,12.683861515988351
525000,3,2.25,1960,12350,1.0,0,0,4,7,1960,0,98027,47.5247,-122.052,1920,13608,2015,4,54,0,13.171155446333852
579000,3,1.0,1590,5400,1.0,0,1,3,8,1280,310,98118,47.5509,-122.261,2140,7161,2014,8,66,0,13.269059483669357
403000,3,1.0,1500,10730,1.0,0,0,3,7,1000,500,98053,47.6385,-121.966,1570,12210,2015,4,38,0,12.90669432231532
578500,3,1.0,1490,5700,1.5,0,0,3,7,1490,0,98103,47.6549,-122.331,2290,5700,2014,12,98,0,13.268195554222844
450000,4,2.0,1570,7320,1.0,0,0,4,7,1570,0,98007,47.5967,-122.14,1530,8800,2014,11,54,0,13.017005083966255
680000,5,3.0,2970,6500,2.0,0,0,3,9,2970,0,98075,47.5973,-122.018,2970,6588,2014,9,14,0,13.429849547739444
288000,3,2.5,1150,887,3.0,0,0,3,7,1150,0,98133,47.7072,-122.356,1180,915,2014,6,7,0,12.570719231334277
